,device,gpa,semester,degree,age,sex,stress,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,week_1,week_2,week_3,week_4,week_5,week_6,yesterday_1,yesterday_2,yesterday_3,yesterday_4,yesterday_5,yesterday_6,yesterday_typical,enough_1,enough_2,enough_3,enough_4,enough_5,enough_6,survey_time
781,pc/laptop,1.2999999523162842,12.0,2.0,26.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,4.5,16.0,10.0,5.0,5.0,49.0,1.5,4.0,1.75,1.0,0.0,7.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,6.0
782,pc/laptop,2.5999999046325684,6.0,1.0,21.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,7.5,0.0,0.0,1.0,6.0,49.0,0.0,0.0,0.0,0.0,1.5,7.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0
786,mobile,2.5,6.0,1.0,22.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,24.0,7.0,15.0,2.0,4.0,49.0,0.0,2.0,7.0,0.5,2.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0
787,mobile,1.2999999523162842,6.0,1.0,21.0,2.0,7.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,26.0,15.0,0.0,3.0,1.0,49.0,2.0,5.0,0.0,0.5,0.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,10.0
788,pc/laptop,1.2999999523162842,8.0,2.0,24.0,1.0,4.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,12.0,2.0,18.0,10.0,6.0,49.0,0.0,0.0,10.0,1.0,2.0,6.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0
789,pc/laptop,1.100000023841858,8.0,2.0,23.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,6.0,10.0,20.0,15.0,49.0,0.0,0.0,10.0,2.0,2.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,10.0
790,pc/laptop,1.7000000476837158,2.0,1.0,18.0,2.0,5.0,3.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,32.0,18.0,0.0,2.0,15.0,49.0,8.0,0.0,0.0,0.0,5.0,8.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,15.0
793,pc/laptop,1.7000000476837158,8.0,2.0,23.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,9.0,25.0,10.0,7.0,10.0,49.0,2.0,9.0,0.0,1.0,0.0,7.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0
794,pc/laptop,1.7000000476837158,4.0,2.0,24.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,20.0,15.0,20.0,10.0,3.0,49.0,0.0,3.0,0.0,5.0,0.0,9.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,6.0
795,pc/laptop,2.700000047683716,4.0,1.0,20.0,2.0,7.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,13.0,36.0,0.0,6.0,2.0,49.0,0.0,9.0,0.0,2.0,0.0,7.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,10.0
796,pc/laptop,2.0999999046325684,4.0,1.0,22.0,2.0,6.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,16.0,20.0,8.0,12.0,7.0,49.0,0.0,6.0,0.0,3.0,0.0,6.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0
798,pc/laptop,1.5,8.0,1.0,24.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,11.0,30.0,1.0,3.0,14.0,49.0,3.0,5.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0
799,pc/laptop,1.0,2.0,1.0,19.0,2.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,24.0,12.0,8.0,5.0,10.0,49.0,0.0,6.0,0.0,1.0,5.0,6.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,6.0
800,pc/laptop,2.200000047683716,8.0,1.0,24.0,2.0,6.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,25.0,15.0,5.0,21.0,49.0,2.0,8.0,4.0,0.0,2.0,7.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0
801,pc/laptop,1.75,2.0,1.0,18.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,18.0,13.0,0.0,7.0,25.0,49.0,5.0,2.0,0.0,2.0,4.0,7.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,10.0
802,pc/laptop,1.2000000476837158,14.0,2.0,26.0,2.0,6.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,60.0,9.0,6.0,45.0,49.0,0.0,10.0,0.0,1.0,2.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0
805,pc/laptop,1.5,2.0,2.0,25.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,15.0,20.0,16.0,4.0,60.0,49.0,2.0,3.0,8.0,1.0,4.0,6.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,10.0
806,pc/laptop,4.0,3.0,1.0,21.0,2.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,24.0,10.0,16.0,2.0,14.0,49.0,8.0,1.0,0.0,0.5,4.0,9.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,7.0
807,mobile,2.299999952316284,6.0,1.0,23.0,2.0,6.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,10.0,5.0,3.0,3.0,10.0,49.0,2.0,0.5,2.0,0.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,15.0
808,pc/laptop,1.2999999523162842,6.0,1.0,23.0,1.0,5.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,12.0,10.0,0.0,4.0,12.0,49.0,0.0,2.0,0.0,1.0,3.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0
809,pc/laptop,2.299999952316284,2.0,1.0,21.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,10.5,5.0,0.0,21.0,20.0,49.0,0.0,4.0,0.0,3.0,7.0,6.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0
810,pc/laptop,2.9000000953674316,4.0,1.0,22.0,2.0,6.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,18.0,30.0,0.0,2.0,5.0,49.0,6.0,6.0,0.0,1.0,3.0,6.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,8.0
816,pc/laptop,1.5,12.0,2.0,25.0,2.0,6.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,10.0,30.0,20.0,7.0,10.0,49.0,2.0,4.0,2.0,1.0,5.0,10.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,10.0
819,pc/laptop,2.5999999046325684,4.0,1.0,21.0,1.0,6.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,20.0,40.0,0.0,5.0,5.0,49.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,10.0
824,pc/laptop,2.200000047683716,6.0,1.0,22.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,10.0,24.5,10.0,5.0,69.5,49.0,2.0,4.0,2.0,2.0,6.0,8.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,20.0
832,pc/laptop,2.0,2.0,1.0,19.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,5.0,5.0,30.0,6.0,21.0,49.0,2.0,5.0,0.0,1.0,0.0,8.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,8.0
834,pc/laptop,1.600000023841858,6.0,1.0,22.0,2.0,5.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0,14.0,20.0,19.0,5.0,20.0,49.0,0.0,6.0,0.0,2.0,6.0,6.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0
836,pc/laptop,2.799999952316284,6.0,1.0,23.0,2.0,5.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,18.0,6.0,12.0,5.0,15.0,49.0,0.0,0.0,6.0,2.0,5.0,8.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,10.0
837,pc/laptop,1.2999999523162842,12.0,2.0,25.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,23.0,12.0,5.0,10.0,49.0,0.0,8.0,0.0,0.5,1.0,7.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,8.0
839,pc/laptop,2.200000047683716,14.0,1.0,26.0,2.0,5.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,49.0,15.0,12.0,6.0,49.0,0.0,4.0,5.0,2.0,3.0,7.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,12.0
843,mobile,3.5,12.0,1.0,25.0,1.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,25.0,20.0,1.0,10.0,50.0,49.0,4.5,3.0,0.5,3.0,3.5,7.5,3.0,3.0,1.0,2.0,2.0,3.0,2.0,15.0
846,pc/laptop,1.2000000476837158,4.0,1.0,26.0,1.0,7.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,28.0,20.0,10.0,2.0,2.0,49.0,4.0,5.0,0.0,0.5,0.5,7.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,10.0
854,pc/laptop,3.0,6.0,1.0,24.0,2.0,7.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,10.0,5.0,20.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0
855,mobile,2.9000000953674316,10.0,1.0,31.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,6.0,2.5,18.0,2.0,1.0,5.5,8.0,2.0,0.0,0.0,1.0,6.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0
856,pc/laptop,2.799999952316284,13.0,2.0,26.0,2.0,7.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,37.5,30.0,0.0,10.0,5.0,50.0,6.0,3.0,0.0,2.0,1.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0
857,pc/laptop,1.5,6.0,1.0,22.0,2.0,7.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,0.0,30.0,16.0,3.0,28.0,50.0,0.0,0.0,4.0,0.5,10.5,9.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,10.0
861,pc/laptop,2.0,12.0,2.0,25.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,14.0,24.0,0.0,7.0,50.0,50.0,4.0,4.0,0.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0
863,pc/laptop,1.899999976158142,2.0,1.0,27.0,1.0,6.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,20.0,7.0,15.0,5.0,15.0,50.0,0.0,2.0,4.0,1.0,3.0,8.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,10.0
868,pc/laptop,1.2999999523162842,8.0,2.0,22.0,2.0,6.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,12.0,2.0,0.0,3.0,21.0,50.0,0.0,0.0,0.0,1.0,3.0,8.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,10.0
871,pc/laptop,2.0999999046325684,4.0,1.0,21.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,24.0,24.0,15.0,10.0,10.0,50.0,4.0,5.0,4.0,2.0,2.0,7.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,10.0
874,pc/laptop,2.0,12.0,2.0,26.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,3.0,20.0,14.0,1.5,4.0,50.0,0.0,2.0,6.0,0.10000000149011612,0.5,8.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0
875,pc/laptop,1.100000023841858,12.0,2.0,25.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,16.0,14.0,4.0,50.0,0.0,0.0,0.0,2.0,5.0,10.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0
877,pc/laptop,2.200000047683716,10.0,1.0,23.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,17.0,16.0,6.0,4.0,30.0,50.0,4.0,6.0,0.0,0.5,3.0,7.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,10.0
878,mobile,2.200000047683716,4.0,1.0,19.0,2.0,7.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,16.0,7.0,0.0,2.0,8.0,50.0,2.0,1.0,0.0,1.0,6.0,9.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0
881,mobile,2.0,4.0,1.0,20.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,8.0,12.0,50.0,0.0,0.0,0.0,3.0,6.0,8.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0
883,pc/laptop,1.7000000476837158,2.0,1.0,19.0,1.0,7.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,43.0,8.0,0.0,1.0,15.0,50.0,10.0,1.0,0.0,0.5,0.0,7.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,15.0
884,tablet,2.5999999046325684,2.0,1.0,31.0,1.0,6.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,14.0,45.0,0.0,5.0,4.0,50.0,8.0,8.0,0.0,0.5,1.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,15.0
885,pc/laptop,1.100000023841858,10.0,2.0,23.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,26.0,0.0,15.0,75.0,50.0,0.0,4.0,0.0,3.0,11.0,6.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,7.0
888,pc/laptop,1.5,10.0,2.0,25.0,2.0,5.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,50.0,10.0,3.0,1.0,50.0,0.0,12.0,0.0,1.0,0.0,7.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0
890,pc/laptop,3.0,8.0,1.0,23.0,2.0,7.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,40.0,0.0,5.0,10.0,50.0,0.0,4.0,0.0,1.0,6.0,7.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,7.0
893,pc/laptop,2.4000000953674316,4.0,1.0,21.0,2.0,6.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,1.0,18.0,20.0,2.0,2.0,4.0,50.0,6.0,4.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,10.0
895,pc/laptop,2.799999952316284,10.0,1.0,24.0,1.0,5.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,8.0,8.0,8.0,4.0,14.0,50.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,10.0
897,pc/laptop,1.100000023841858,16.0,2.0,30.0,2.0,7.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,12.0,35.0,10.0,6.0,12.0,50.0,0.0,4.0,0.0,2.0,10.0,8.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,10.0
899,pc/laptop,1.5,8.0,1.0,22.0,2.0,7.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,1.0,20.0,20.0,12.0,4.0,15.0,50.0,2.0,4.0,4.0,1.0,2.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0
901,pc/laptop,1.600000023841858,10.0,2.0,25.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,12.0,10.0,10.0,5.0,16.0,50.0,0.0,0.0,4.0,1.0,6.0,10.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,10.0
903,tablet,1.899999976158142,4.0,1.0,22.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,11.0,16.0,16.0,4.0,8.0,50.0,0.0,2.0,8.0,0.5,0.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0
906,pc/laptop,1.899999976158142,10.0,2.0,24.0,2.0,6.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,16.0,20.0,0.0,15.0,10.0,50.0,1.0,2.0,0.0,3.0,0.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,8.0
908,pc/laptop,1.2999999523162842,2.0,1.0,21.0,2.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,16.0,4.0,0.0,1.0,4.0,50.0,0.0,2.0,0.0,0.0,4.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,10.0
911,pc/laptop,2.0,7.0,1.0,23.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,4.0,1.0,3.0,4.0,50.0,0.0,1.0,0.0,1.0,3.0,9.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,9.0
912,pc/laptop,1.899999976158142,10.0,2.0,24.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0,15.0,4.0,20.0,50.0,0.0,0.0,0.0,1.5,5.0,8.5,2.0,2.0,2.0,3.0,2.0,1.0,2.0,6.0
913,pc/laptop,1.7999999523162842,6.0,1.0,23.0,2.0,5.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,10.0,8.0,12.0,4.0,8.0,50.0,2.0,4.0,0.0,0.5,2.0,8.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,10.0
914,pc/laptop,1.149999976158142,10.0,2.0,24.0,2.0,6.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,13.0,12.0,13.0,3.0,6.0,50.0,0.0,3.0,0.0,1.0,3.0,9.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,25.0
918,pc/laptop,1.7999999523162842,8.0,1.0,24.0,2.0,7.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,3.0,5.0,50.0,10.0,3.0,10.0,50.0,2.0,12.0,0.0,0.0,1.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0
921,pc/laptop,1.7999999523162842,4.0,1.0,20.0,2.0,4.0,3.0,4.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,9.0,12.0,12.0,10.0,15.0,50.0,4.0,2.0,1.0,1.5,2.0,7.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0
922,pc/laptop,2.700000047683716,2.0,1.0,21.0,2.0,6.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,22.0,30.0,0.0,15.0,15.0,50.0,0.0,10.0,0.0,1.0,2.0,8.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,10.0
923,pc/laptop,2.299999952316284,4.0,1.0,21.0,1.0,6.0,2.0,4.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,26.0,15.0,15.0,10.0,25.0,50.0,6.0,2.0,5.0,1.0,3.0,7.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,20.0
926,pc/laptop,1.399999976158142,4.0,1.0,22.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,18.0,18.0,0.0,5.0,10.0,50.0,0.0,6.0,0.0,0.5,3.0,7.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,10.0
928,pc/laptop,1.600000023841858,2.0,1.0,19.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,13.0,10.0,0.0,3.0,15.0,50.0,2.0,1.0,0.0,0.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0
929,pc/laptop,3.0999999046325684,9.0,1.0,24.0,1.0,5.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,14.0,20.0,12.0,1.0,20.0,50.0,4.5,2.0,0.0,0.0,2.0,6.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0
935,mobile,2.799999952316284,6.0,1.0,22.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,10.5,4.0,11.0,6.0,15.0,50.0,3.0,0.0,3.5,0.5,2.0,7.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,20.0
939,pc/laptop,2.0,2.0,1.0,20.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,10.5,21.0,5.0,10.5,14.0,50.0,1.5,9.0,0.0,0.5,1.0,8.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,10.0
941,pc/laptop,1.100000023841858,6.0,1.0,22.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,20.0,15.0,0.0,4.0,20.0,50.0,2.0,2.0,0.0,2.0,3.5,7.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0
942,mobile,1.899999976158142,6.0,1.0,21.0,2.0,6.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,40.0,0.0,10.0,2.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0
943,no answer,2.700000047683716,4.0,1.0,20.0,1.0,5.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,25.0,25.0,1.0,7.0,60.0,50.0,5.0,0.0,0.0,0.0,9.0,10.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,35.0
944,pc/laptop,1.600000023841858,12.0,2.0,27.0,1.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,0.0,50.0,10.0,2.0,2.0,50.0,0.0,8.0,3.0,0.5,0.0,7.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0
950,pc/laptop,1.7999999523162842,8.0,2.0,25.0,2.0,7.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,50.0,15.0,20.0,15.0,18.0,50.0,10.0,1.0,2.0,2.0,2.0,7.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0
951,pc/laptop,2.700000047683716,6.0,1.0,23.0,2.0,6.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,8.0,20.0,12.0,4.0,24.0,50.0,0.0,3.0,6.0,1.0,6.0,7.5,3.0,2.0,1.0,2.0,1.0,3.0,2.0,10.0
952,pc/laptop,3.0,4.0,1.0,25.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,22.5,25.0,12.0,4.0,12.0,50.0,0.0,8.0,0.0,2.0,4.0,8.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,12.0
