,id,a4a,a6a,a2,a0,b1,b5,b7a,d1a1x,g1a,BMj4c,j30_environment_pos,BMj5,n2a,n2e,n2b,n2f,n2i,n2p,BMGa1,BMGa2,BMGa4,BMGb1,BMGb2,BMGc2,BMGc5,BMGc7,BMGc8,BMGc16,BMGc18,BMGc23a,BMGc23b,BMGc23c,BMGc23d,BMGc23e,BMGc23f,BMGc23g,BMGc23h,BMGc23i,BMGc23j,BMGc24,BMGc25,BMGc27,BMGd6,BMGd7,BMGe1,BMGe2,BMGe2u,ecology_index
982,601654,Еда,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,0,Производство крахмала,0,0.25,8,1,248000000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0
984,601678,Еда,Крупный,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,1,"Производство Хлеба и Мучных Кондитерских изделий, Тортов и Пирожных Непродолжительного Хранения",70,1.0,8,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,1,1,1,1,0,0,0,0,0,0,Модернизация машин и оборудования,0,Не является приоритетом по сравнению с другими инвестициями,1,0,0,0,,4
985,601680,Другое Производство,Крупный,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2000,0,Распиловка И Строгание Древесины,100,0.25,6,0,50000000,Не знаю,Не знаю,Не знаю,,Не знаю,1,1,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,0,0,1,1,0,0,0,0,0,0,Управление энергопотреблением,1,,0,0,0,0,,2
986,601696,Другое Производство,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2004,0,"Производство Стальных Заготовок Для Прокатки, Катаной проволоки, Сортового проката В Виде Арматуры Для Железобетонных Изделий",100,0.25,5,0,80000000,47500000,100000,Не знаю,,Не знаю,1,1,0,0,0,Каждый месяц,,1,1,1,0,0,0,1,1,1,0,0,0,0,0,Модернизация машин и оборудования,1,,0,0,0,0,,3
988,601703,Неметаллические Минеральные продукты,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,Производство Огнеупорных Изделий,Не знаю,1.0,9,0,40000000,90000000,2500000,1300000,,Не знаю,0,0,0,Не знаю,0,Каждое полугодие,Каждое полугодие,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"Минимизация отходов, вторичная переработка и управление отходами",1,,1,1,0,0,,9
990,601790,Еда,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,0,Производство Готовых Кормов Для Сельскохозяйственных Животных,0,0.5,7,1,17000000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,1,Каждый месяц,Каждый месяц,0,,1,0,0,0,1,1,1,0,1,1,1,0,"Минимизация отходов, вторичная переработка и управление отходами",1,,0,0,0,0,,5
992,601799,Еда,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2011,0,"Производство Хлеба и Мучных Кондитерских изделий, Тортов и Пирожных Кратковременного хранения",100,1.0,4,0,200000000,100000000,Не знаю,Не знаю,,Не знаю,0,1,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,0,0,1,1,1,1,1,0,0,0,Не знаю,1,,0,0,0,0,,5
993,601802,Еда,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2005,0,Производство молока (Кроме сырого) И молочных продуктов,100,1.0,2,1,200000000,150000000,990000,Не знаю,,10000000,1,1,0,1,1,,,0,,0,0,1,0,1,0,0,0,0,0,0,0,Улучшения в области отопления и охлаждения,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,2
996,601852,Готовые Металлические Изделия,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2008,0,Производство Металлических Блок-контейнеров,100,0.75,2,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,1,0,1,0,0,0,0,0,Ничего из вышеперечисленного  ,0,Не является приоритетом по сравнению с другими инвестициями,1,1,0,0,,2
998,601864,Еда,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2001,1,"Производство Какао, Шоколадных и Сахарных Кондитерских изделий",100,1.0,9,1,89000000,10000000,600000,Не знаю,,100000000,0,0,0,0,0,,,0,,0,0,0,0,1,0,1,0,0,0,0,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Неопределенность в отношении регулирования,0,0,0,0,,2
999,601867,Готовые Металлические Изделия,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2001,0,Производство Металлорежущего Инструмента,80,0.5,9,0,70000000,70000000,3000000,1000000,,180000000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,1,0,1,1,0,0,0,0,0,Управление энергопотреблением,0,,0,0,0,0,,3
1000,601869,Другое Производство,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,0,"Производство Пластиковых Плит, Полос, Труб И Профилей",100,1.0,9,0,105000000,260000000,12000000,6000000,,390000000,1,0,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,0,0,1,1,1,1,1,1,1,0,"Минимизация отходов, вторичная переработка и управление отходами",1,,0,0,0,0,,6
1001,601886,Готовые Металлические Изделия,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Производство Металлоконструкций И Металлических Каркасов,0,0.5,3,0,55000000,Не знаю,Не знаю,Не знаю,,Не знаю,0,1,0,0,0,,,0,,0,0,1,0,0,1,0,0,0,0,0,0,Улучшения в области отопления и охлаждения,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,2
1002,601915,Готовые Металлические Изделия,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1992,0,Производство Трубопроводной Арматуры,0,0.5,6,1,185000000,550000000,1300000,Не знаю,,Не знаю,0,1,0,0,0,Каждое полугодие,,0,,1,0,0,0,0,1,0,0,0,0,0,0,,1,,0,0,0,0,,1
1004,601919,Еда,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,1,Производство какао и шоколада,0,0.75,7,1,480000000,590000000,2100000,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,0,0,,0
1007,601936,Готовые Металлические Изделия,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,Производство Металлических Резервуаров И Тары,100,0.5,4,0,18000000,20000000,5500000,2000000,,49000000,0,0,1,0,0,Каждый день,,0,,0,0,0,0,0,0,0,0,0,1,0,0,,0,Не выгодно,0,0,0,0,,1
1008,601938,Готовые Металлические Изделия,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,0,Производство Металлопластиковых Окон И Дверей,0,1.0,6,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении будущих цен,0,0,0,0,,0
1012,601962,Машины и оборудование,Крупный,Уральский федеральный округ,Производство,"Акционерное общество, акции которого обращаются на фондовом рынке",2011,0,Производство Гидравлического И Пневматического Энергетического Оборудования,Не применимо,1.0,9,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,Каждый месяц,Каждый месяц,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,0,,0
1013,601987,Готовые Металлические Изделия,Крупный,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Производство Металлоконструкций Для электросетевых работ.,Не применимо,1.0,2,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,Каждый месяц,Каждый месяц,1,0,1,0,0,0,1,1,0,0,1,1,1,0,Модернизация машин и оборудования,0,Не знаю,0,0,0,0,,4
1015,602014,Неметаллические Минеральные продукты,Крупный,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2008,0,Производство Бетонных Изделий Для Использования В Строительстве,100,1.0,8,0,80000000,40000000,200000,Не знаю,,150000000,0,0,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,1,0,0,Модернизация транспортных средств,0,Нехватка финансовых ресурсов,0,0,0,0,,2
1016,602040,Готовые Металлические Изделия,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1944,0,Производство пружин,85,0.25,9,0,200000000,Не знаю,38000000,7000000,,2000000000,1,0,0,0,0,Каждый день,Каждый день,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Минимизация отходов, вторичная переработка и управление отходами",1,,1,1,0,0,,8
1017,602049,Еда,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",Не знаю,0,Производство хлеба,100,1.0,6,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,0,0,,0
1018,602055,Машины и оборудование,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",Не знаю,0,Производство Насосов И Компрессоров,0,0.25,2,0,250000000,490000000,700000,Не знаю,,Не знаю,0,0,0,0,0,Каждый квартал,Каждый квартал,0,,0,0,0,0,1,1,0,0,0,0,0,0,Управление энергопотреблением,0,,0,0,0,0,,2
1019,602072,Машины и оборудование,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2004,0,"Производство Машин И Оборудования Для Производства Продуктов Питания, Напитков И Табачных Изделий",0,0.25,7,0,78000000,Не знаю,1600000,1400000,,Не знаю,1,0,1,0,0,Каждую неделю,Каждый месяц,0,,1,0,1,0,1,1,0,0,1,1,1,0,Модернизация машин и оборудования,0,Неопределенность в отношении регулирования,0,0,0,0,,5
1020,602076,Готовые Металлические Изделия,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,0,Производство Арматуры,0,1.0,5,0,9000000,1500000,50000,100000,,11000000,0,0,0,0,0,,,0,,0,0,0,0,1,0,1,0,0,0,0,0,Модернизация машин и оборудования,1,,0,0,12000,0,,2
1021,602086,Готовые Металлические Изделия,Крупный,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,Производство Строительных Металлоконструкций И Изделий из них,0,0.75,5,0,70000000,200000000,740000,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,1,0,1,1,0,0,1,0,0,0,Управление энергопотреблением,1,,0,0,0,0,,4
1022,602093,Еда,Крупный,Дальневосточный федеральный округ,Производство,"Акционерное общество, акции которого обращаются на фондовом рынке",2001,0,Производство Питьевого Молока И Питьевых Сливок,0,0.75,3,0,145000000,900000000,1200000,Не знаю,,Не знаю,0,0,1,0,1,Каждый квартал,Каждый квартал,0,,1,0,1,0,1,1,1,0,1,1,1,0,Не знаю,1,,0,0,0,0,,6
1024,602153,Машины и оборудование,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2003,0,Производство Судовой Гидравлики И Палубного Оборудования,0,0.5,4,0,450000000,800000000,1650000,2000000,,Не знаю,1,1,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,1,1,1,1,0,0,1,1,1,0,Ничего из вышеперечисленного  ,1,,1,0,0,0,,6
1025,602160,Готовые Металлические Изделия,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,0,Производство Строительных Металлоконструкций,Не применимо,1.0,8,1,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,1,0,0,Не знаю,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,2
1026,602162,Еда,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,"Производство мясных полуфабрикатов (Равиоли, Котлеты)",Не знаю,0.75,1,1,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,Не знаю,,,Не знаю,,Не знаю,Не знаю,0,0,0,0,0,0,0,0,0,0,,0,,Не знаю,0,0,0,,0
1027,602182,Другое Производство,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1975,0,Производство хлора и его Соединений,Не знаю,0.5,9,1,900000000,1400000000,1700000,1850000,,Не знаю,1,1,1,0,0,Каждый месяц,Каждый месяц,1,1,1,0,1,1,1,1,1,1,0,1,1,1,Более благоприятное для климата производство энергии на территории отеля,1,,1,1,0,0,,8
1028,602188,Неметаллические Минеральные продукты,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Производство Полых Стеклянных изделий,0,0.75,9,0,180000000,475000000,500000,1000000,,Не знаю,0,0,0,0,Не знаю,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,0
1029,602220,Еда,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1936,0,Производство мороженого,100,0.5,1,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,Не знаю,Не знаю,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,1,0,1,1,0,0,1,1,0,0,Управление энергопотреблением,1,,1,1,0,0,,5
1030,602243,Другое Производство,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,0,Производит Большие Электрические Машины Мощностью 100 кВт И Выше,100,1.0,8,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,1,1,1,1,0,Каждый месяц,Каждый месяц,1,1,1,1,1,1,1,1,1,0,1,1,1,1,Модернизация машин и оборудования,1,,1,1,0,0,,8
1031,602268,Еда,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,Производство Питьевого Молока И Сливок,0,1.0,3,1,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждое полугодие,Каждое полугодие,0,,1,0,1,1,1,1,0,0,0,0,1,0,Более благоприятное для климата производство энергии на территории отеля,1,,0,1,0,0,,4
1033,602277,Готовые Металлические Изделия,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1992,0,"Производство Строительных Металлоконструкций, Изделий и Их Частей",100,1.0,3,0,69500000,3500000,700000,Не знаю,,73700000,1,0,0,0,0,Каждое полугодие,Каждое полугодие,0,,0,0,0,0,1,1,0,0,1,0,0,0,Модернизация машин и оборудования,0,Не является приоритетом по сравнению с другими инвестициями,0,0,8000,0,,3
1034,602278,Еда,Крупный,Северо-Западный федеральный округ,Производство,"Акционерное общество, акции которого обращаются на фондовом рынке",1990,1,"Производство хлебобулочных изделий (Хлеб для выпечки, Жестяной Хлеб, Солодовый Хлеб, Диетический Хлеб, Зерновой Хлеб).",100,0.75,5,1,460790000,95000000,1320000,870000,,559980000,0,0,0,0,0,,,0,,0,0,0,0,1,0,1,0,0,0,1,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,2
1035,602286,Неметаллические Минеральные продукты,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2011,0,Производство Полых Стеклянных изделий,Не знаю,1.0,9,1,5800000,3000000,1000000,0,,9800000,1,1,0,0,0,,,0,,0,0,0,0,1,0,1,0,0,1,0,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Не является приоритетом по сравнению с другими инвестициями,0,0,350,0,,3
1036,602295,Другое Производство,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,"Производство Водоотталкивающих Средств, Например, Добавки В Краску, Средств Для Стекла, Силикатов, Древесины",0,0.75,6,0,650000,300000,50000,0,,1000000,0,0,0,0,0,Каждое полугодие,,0,,1,0,0,0,1,1,1,0,0,0,0,0,"Минимизация отходов, вторичная переработка и управление отходами",1,,Не знаю,0,0,0,,3
1041,602354,Готовые Металлические Изделия,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,0,Производство Строительных Металлоконструкций,30,1.0,3,0,9000000,1000000,500000,500000,,11000000,1,1,0,0,0,,,0,,0,0,0,0,1,1,1,1,0,0,0,0,Меры по борьбе с загрязнением воздуха,0,Не знаю,0,0,380,0,,4
1042,602359,Еда,Крупный,Приволжский федеральный округ,Производство,"Акционерное общество, акции которого обращаются на фондовом рынке",1997,0,Производство шоколада,0,0.75,4,1,470000000,700000000,1000000,950000,,1200000000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,1,1,1,1,0,0,1,0,1,0,Модернизация машин и оборудования,0,Не является приоритетом по сравнению с другими инвестициями,1,0,0,0,,5
1043,602375,Неметаллические Минеральные продукты,Крупный,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",Не знаю,0,Производство Сухих Бетонных Смесей,Не знаю,1.0,7,1,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,Каждый месяц,Каждый месяц,1,0,1,0,1,1,1,1,0,0,1,1,1,0,Управление энергопотреблением,1,,0,0,0,0,,6
1044,602379,Машины и оборудование,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,0,"Производство Теплообменников, Оборудования Для Кондиционирования Воздуха, Холодильного И Морозильного Промышленного Оборудования",Не применимо,1.0,3,1,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,Каждый месяц,Каждый месяц,1,0,1,0,0,0,1,1,0,0,1,1,1,0,Модернизация транспортных средств,1,,0,0,0,0,,4
1045,602386,Неметаллические Минеральные продукты,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,0,"Производство Товарного бетона, Фундаментного бетона, Керамзитобетона, Монтажного раствора, Кладочного раствора и т.д.",100,0.75,4,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,1,0,1,0,0,Каждый месяц,Каждый месяц,0,,1,0,0,0,1,1,1,0,1,1,0,0,Модернизация машин и оборудования,0,,Не знаю,0,0,0,,5
1046,602430,Неметаллические Минеральные продукты,Крупный,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2005,1,Производство Керамического Магнита,0,1.0,3,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не знаю,1,0,0,0,,0
1048,602442,Неметаллические Минеральные продукты,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,"Производство Сухих Бетонных Смесей, Бетонных Изделий",0,0.5,6,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,1,0,0,0,0,Каждый месяц,Каждый месяц,Не знаю,,1,0,0,0,1,1,1,0,1,1,0,0,"Минимизация отходов, вторичная переработка и управление отходами",1,,0,0,0,0,,5
1049,602446,Готовые Металлические Изделия,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2000,0,Производство металлических Бочек,0,0.5,3,0,230000000,950000000,1300000,1650000,,1300000000,0,0,0,0,0,Каждый квартал,Каждый квартал,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,0
1050,602452,Машины и оборудование,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,"Производство Нефтегазового Оборудования, Нефтепродуктов, Кокса",100,1.0,6,1,243674000,31740000,631000,585000,,276800000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,1,1,Другие меры по борьбе с загрязнением,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,1
1051,602453,Еда,Крупный,Северо-Западный федеральный округ,Производство,"Акционерное общество, акции которого обращаются на фондовом рынке",2007,0,Производство вяленого Мяса,0,0.75,3,0,Не знаю,Не знаю,700000,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,Не знаю,0,0,1,0,0,0,0,0,1,0,Модернизация машин и оборудования,0,,0,0,0,0,,1
1053,602472,Машины и оборудование,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2004,0,Производство Кондиционеров Воздуха,0,1.0,4,0,280000000,800000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждое полугодие,Каждое полугодие,0,,1,0,0,0,0,1,0,0,0,0,0,0,,1,,0,0,0,0,,1
1055,602516,Готовые Металлические Изделия,Крупный,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2011,1,Производство Строительных Металлоконструкций И Изделий из них,0,0.75,6,0,40000000,20000000,210000,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,0,0,,0
1056,602517,Другое Производство,Крупный,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1997,0,Обработка древесины,0,0.25,3,0,560000000,1000000000,Не знаю,Не знаю,,Не знаю,1,1,1,0,1,Каждое полугодие,Каждое полугодие,0,,1,0,0,0,0,0,0,0,0,0,1,0,,0,Не является приоритетом по сравнению с другими инвестициями,1,0,0,0,,0
1057,602525,Еда,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1962,0,Производство Хлеба и Мучных Кондитерских изделий,100,1.0,2,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,1,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,0,0,1,1,1,1,1,0,0,0,Не знаю,1,,0,0,0,0,,5
1058,602530,Еда,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2000,1,Производство шоколадных конфет,0,1.0,4,0,370000000,620000000,1100000,1350000,,Не знаю,0,0,0,0,0,,,0,,1,0,1,0,1,0,0,0,0,0,0,0,Ничего из вышеперечисленного  ,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,2
1059,602534,Машины и оборудование,Крупный,Приволжский федеральный округ,Производство,"Акционерное общество, акции которого обращаются на фондовом рынке",2007,0,Производство Ручного Инструмента С Механизированным Приводом,0,0.75,3,0,480000000,635000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждую неделю,Каждый месяц,0,,Не знаю,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,0
1060,602543,Готовые Металлические Изделия,Крупный,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,0,Производство Строительных Металлоконструкций,Не применимо,1.0,5,1,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,,,1,0,Не знаю,0,0,0,0,0,0,0,0,0,0,0,,0,,Не знаю,0,0,0,,0
1062,602574,Машины и оборудование,Крупный,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,0,Производство двигателей,0,1.0,9,0,43000000,17000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении регулирования,0,0,0,0,,0
1064,602594,Еда,Крупный,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1997,0,"Производство пищевых продуктов (например, сливочного масла, Гхи)",100,0.5,6,0,34000000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,Каждый месяц,,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,0,0,,0
1065,602597,Другое Производство,Крупный,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,Переработка отходов И Лома Драгоценных Металлов,Не применимо,0.25,2,0,50000000,100000000,Не знаю,Не знаю,,10000000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,0
1066,602600,Еда,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",Не знаю,1,Производство шоколада,0,1.0,9,0,500000000,Не знаю,2500000,500000,,Не знаю,1,0,0,1,0,Каждый квартал,Каждый квартал,0,,1,0,0,0,0,1,0,0,0,0,0,0,,1,,0,0,0,0,,1
1068,602631,Неметаллические Минеральные продукты,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,0,"Производство Сухих строительных смесей (Штукатурка, Цементные составы, Плиточный клей, Выравнивание полов).",100,0.75,2,0,447000000,313000000,2700000,3170000,,800000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,1,1,0,0,1,0,Меры по борьбе с загрязнением воздуха,0,Не выгодно,0,0,0,0,,2
1069,602643,Другое Производство,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Производство Строительных Металлоконструкций,0,1.0,9,1,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,1,0,0,Ничего из вышеперечисленного  ,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,2
