,id,a4a,a6a,a2,a0,b1,b5,b7a,d1a1x,g1a,BMj4c,j30_environment_pos,BMj5,n2a,n2e,n2b,n2f,n2i,n2p,BMGa1,BMGa2,BMGa4,BMGb1,BMGb2,BMGc2,BMGc5,BMGc7,BMGc8,BMGc16,BMGc18,BMGc23a,BMGc23b,BMGc23c,BMGc23d,BMGc23e,BMGc23f,BMGc23g,BMGc23h,BMGc23i,BMGc23j,BMGc24,BMGc25,BMGc27,BMGd6,BMGd7,BMGe1,BMGe2,BMGe2u,ecology_index
953,600643,Машины и оборудование,Средний,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,0,Производство Машин И Оборудования Для Горнодобывающей Промышленности И Строительства,0,0.75,9,0,9660000,20000000,60000,Не знаю,,29720000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,1,0,0,1,0,0,0,Модернизация машин и оборудования,0,Не является приоритетом по сравнению с другими инвестициями,0,0,12000,Не знаю,,3.0
954,600656,Другое Производство,Средний,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2003,0,Производство алюминия,Не применимо,0.75,3,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
955,600667,Машины и оборудование,Средний,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерное общество, акции которого обращаются на фондовом рынке",1994,0,"Производство Оборудования И Технологической Оснастки, Используемой Для Бурения Нефтяных И Газовых скважин",100,0.5,1,0,105960000,65000000,600000,Не знаю,,171560000,1,1,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,1,0,0,1,0,0,1,Модернизация машин и оборудования,0,Не является приоритетом по сравнению с другими инвестициями,0,0,12000,Не знаю,,4.0
956,600675,Машины и оборудование,Средний,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2011,0,Производство Металлообрабатывающих Станков,0,0.75,6,0,27000000,400000000,2500000,3000000,,450000000,0,0,0,0,0,Каждое полугодие,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Модернизация машин и оборудования,0,Неопределенность в отношении будущих цен,0,0,550000,60000,Литры,2.0
957,600684,Предметы одежды,Средний,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,1,Производство женского нижнего белья,Не применимо,1.0,7,1,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,Каждый квартал,Каждый квартал,1,0,1,0,0,0,0,1,0,0,1,0,1,0,Усовершенствования системы освещения,1,,0,0,Не знаю,Не знаю,,2.0
958,600726,Готовые Металлические Изделия,Средний,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,0,"Производство Металлоконструкций: Труб (Дымовых, Вентиляционных, Промышленных), Резервуаров Для Хранения нефтепродуктов",0,0.75,2,0,22000000,29000000,1500000,200000,,58000000,0,0,0,0,0,Каждый месяц,Каждый месяц,1,1,0,0,1,0,1,1,0,0,0,0,1,0,Модернизация машин и оборудования,1,,1,1,28000,800,Литры,3.0
959,600790,Еда,Средний,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1998,0,Производство Хлебобулочных и Кондитерских изделий,100,1.0,2,1,10420000,2000000,3600000,1500000,,18173000,0,0,0,0,0,Каждый месяц,Каждый месяц,1,1,0,0,0,0,0,0,0,1,1,0,0,0,Меры по борьбе с загрязнением воздуха,0,Нехватка финансовых ресурсов,0,0,650000,0,,2.0
960,600816,Машины и оборудование,Средний,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1992,0,Производство Машин И Оборудования Для Пивоваренного Производства,100,1.0,5,0,21000000,12000000,600000,Не знаю,,34000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Операционный и/ или технический риск,0,0,Не знаю,0,,0.0
961,600965,Еда,Средний,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1954,0,Производство сыра,0,0.75,2,1,155000000,500000000,1600000,Не знаю,,Не знаю,0,0,1,0,0,Каждый месяц,Каждый квартал,0,,1,0,0,0,1,0,0,0,0,1,0,0,Модернизация машин и оборудования,1,,1,0,Не знаю,Не знаю,,2.0
962,601055,Неметаллические Минеральные продукты,Средний,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2010,0,"Производство Товарного Бетона Различного назначения, Монтажных И кладочных Растворов, Фибробетона, Керамзитобетона, Тротуарной и дорожной плитки.",0,0.75,8,0,69000000,Не знаю,Не знаю,9800000,,Не знаю,0,0,0,0,0,Каждый квартал,Каждый месяц,0,,1,0,0,0,0,0,1,1,0,0,0,1,Другие меры по борьбе с загрязнением,0,Нехватка финансовых ресурсов,0,0,Не знаю,Не знаю,,3.0
963,601082,Другое Производство,Средний,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,1,"Производство Пластмассовых изделий, Используемых В Строительстве",0,0.75,2,0,12000000,2000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
964,601093,Предметы одежды,Средний,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1929,0,"Пошив мужской и Женской верхней одежды: Костюмов, Пиджаков, Брюк, Рубашек, Блузок.",Не применимо,1.0,9,0,164000000,624000000,3600000,12000000,,805000000,1,0,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,0,0,1,1,1,0,1,Не знаю,1,0,"Минимизация отходов, вторичная переработка и управление отходами",1,,0,0,Не знаю,Не знаю,,
965,601103,Другое Производство,Средний,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,Производство органических Химикатов,100,0.75,6,1,66360000,12000000,400000,Не знаю,,78760000,1,1,1,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,1,1,0,1,0,0,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Не является приоритетом по сравнению с другими инвестициями,0,0,12000,Не знаю,,4.0
966,601243,Другое Производство,Средний,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,0,Производство Железнодорожных Локомотивов И Подвижного Состава,100,1.0,6,0,21000000,6000000,2000000,Не знаю,,30000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,Не знаю,0,,0.0
967,601296,Еда,Средний,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1998,0,Производство Колбасных изделий И Мясных полуфабрикатов,Не применимо,0.5,5,0,99000000,120000000,Не знаю,50000000,,4000000,0,0,0,0,0,Каждый квартал,Каждый квартал,1,1,1,0,Не применимо,0,1,1,1,1,1,1,1,1,Меры по борьбе с загрязнением воздуха,1,,0,0,Не знаю,Не знаю,,
968,601323,Еда,Средний,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,0,Производство Специй и Приправ,Не применимо,1.0,9,1,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,Каждое полугодие,Каждое полугодие,1,0,1,0,1,0,1,1,0,0,1,0,1,0,Усовершенствования системы освещения,1,,0,0,Не знаю,Не знаю,,4.0
969,601411,Еда,Средний,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,0,"Производство Мяса На Убой, Мяса Птицы",100,0.75,4,1,23000000,14000000,1400000,Не знаю,,44000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,Неопределенность в отношении регулирования,0,0,Не знаю,0,,1.0
970,601479,Машины и оборудование,Средний,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,Производство Строительных Металлоконструкций,0,1.0,2,0,100000000,250000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,1,1,1,1,0,0,1,1,1,1,1,1,1,0,Модернизация машин и оборудования,1,,1,1,Не знаю,Не знаю,,6.0
971,601518,Машины и оборудование,Средний,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2003,0,Производство двигателей и Турбин,0,0.75,7,0,100000000,300000000,2000000,5000000,,410000000,1,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,1,0,1,1,0,1,1,1,0,0,Модернизация машин и оборудования,0,Не является приоритетом по сравнению с другими инвестициями,0,0,300000,90000,Литры,6.0
972,601521,Неметаллические Минеральные продукты,Средний,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,"Производство Изделий Из Стекла, Листового Стекла",0,1.0,2,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,1,0,0,0,0,0,1,Ничего из вышеперечисленного  ,1,,0,0,Не знаю,Не знаю,,2.0
973,601535,Готовые Металлические Изделия,Средний,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2010,0,"Производство Полуприцепов Для Перевозки Дорожной техники, Автомобилей Общественного питания, Бурильщиков, Кранов-Манипуляторов, Забивателей свай, Установок и Других.",100,0.75,8,1,21000000,17000000,3200000,Не знаю,,42000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Операционный и/ или технический риск,0,0,Не знаю,0,,0.0
974,601562,Неметаллические Минеральные продукты,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2003,0,Производство Сухих Бетонных Смесей,0,0.25,6,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,Не знаю,0,0,Каждую неделю,Каждый месяц,0,,0,0,0,0,0,1,1,1,0,0,1,1,Меры по борьбе с загрязнением воздуха,1,,0,0,600,Не знаю,,4.0
975,601563,Готовые Металлические Изделия,Крупный,Приволжский федеральный округ,Производство,"Акционерное общество, акции которого обращаются на фондовом рынке",1991,0,Производство Металлических Автомобильных Компонентов,0,0.75,3,0,110000000,700000000,54000000,5000000,,1050000000,0,1,1,0,1,Каждый месяц,Каждый месяц,1,1,1,0,1,0,1,1,1,0,1,1,1,1,Управление энергопотреблением,1,,0,0,8800000,120000,Литры,7.0
976,601568,Готовые Металлические Изделия,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1993,0,"Производство Строительных Металлоконструкций, Изделий и Их Частей",100,1.0,8,0,150000000,250000000,300000,700000,,500000000,0,0,0,0,0,,,0,,0,0,Не применимо,0,1,0,0,0,0,1,0,0,Модернизация машин и оборудования,0,Операционный и/ или технический риск,0,0,Не знаю,0,,
977,601579,Еда,Крупный,Сибирский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,0,"Производство И Доставка Готовых Блюд, Пирогов И Ланчей",0,1.0,9,0,2000000,,Не знаю,Не знаю,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
978,601602,Машины и оборудование,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,0,Производство Оборудования Для Майнинга,0,0.5,4,1,480000000,750000000,950000,870000,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,1,0,1,1,0,0,1,1,1,0,Управление энергопотреблением,1,,1,1,Не знаю,Не знаю,,5.0
979,601605,Машины и оборудование,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,Производство Промышленного Холодильного И Вентиляционного Оборудования,0,0.25,9,0,31000000,Не знаю,680000,Не знаю,,Не знаю,1,0,1,Не знаю,0,Каждое полугодие,,0,,1,0,1,0,0,1,0,0,0,0,0,0,Управление энергопотреблением,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,2.0
980,601607,Готовые Металлические Изделия,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,0,"Шлифовка, Анодирование, Покраска, Нанесение Неметаллических Покрытий На Металлы Любой Конфигурации",0,1.0,5,0,8000000,4000000,80000,120000,,4000000,0,0,0,0,0,Каждый квартал,Каждый квартал,1,0,1,0,0,0,0,1,0,0,1,1,1,0,Управление энергопотреблением,1,,1,1,15000,4800,Литры,3.0
981,601649,Неметаллические Минеральные продукты,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1981,0,Производство железобетонных плит И покрытий,0,0.75,2,0,170000000,500000000,855000,675000,,Не знаю,0,Не знаю,0,0,0,Каждое полугодие,Каждый квартал,0,,Не знаю,0,0,0,1,0,0,1,0,0,0,0,Меры по борьбе с загрязнением воздуха,0,,0,0,Не знаю,Не знаю,,2.0
982,601654,Еда,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,0,Производство крахмала,0,0.25,8,1,248000000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,Не знаю,0,0,0,0,0,0,0,0,0,,0,,0,0,Не знаю,Не знаю,,
983,601664,Неметаллические Минеральные продукты,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,0,Производство товарного бетона,0,0.5,2,0,50000000,600000000,300000,400000,,700000000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,1,0,1,1,1,1,1,1,1,0,Модернизация транспортных средств,1,,0,0,50000,7400,Литры,7.0
984,601678,Еда,Крупный,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,1,"Производство Хлеба и Мучных Кондитерских изделий, Тортов и Пирожных Непродолжительного Хранения",70,1.0,8,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,1,1,1,1,0,0,0,0,0,0,Модернизация машин и оборудования,0,Не является приоритетом по сравнению с другими инвестициями,1,0,Не знаю,Не знаю,,4.0
985,601680,Другое Производство,Крупный,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2000,0,Распиловка И Строгание Древесины,100,0.25,6,0,50000000,Не знаю,Не знаю,Не знаю,,Не знаю,1,1,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,0,0,1,1,0,0,0,0,0,0,Управление энергопотреблением,1,,0,0,Не знаю,Не знаю,,2.0
986,601696,Другое Производство,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2004,0,"Производство Стальных Заготовок Для Прокатки, Катаной проволоки, Сортового проката В Виде Арматуры Для Железобетонных Изделий",100,0.25,5,0,80000000,47500000,100000,Не знаю,,Не знаю,1,1,0,0,0,Каждый месяц,,1,1,1,0,0,0,1,1,1,0,0,0,0,0,Модернизация машин и оборудования,1,,0,0,Не знаю,Не знаю,,3.0
987,601697,Машины и оборудование,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2005,0,Производство Гидравлического И Пневматического Энергетического Оборудования,0,0.5,1,0,9000000,690000000,3500000,4000000,,790000000,1,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,1,1,1,1,1,1,0,Управление энергопотреблением,1,,0,0,400000,92000,Литры,6.0
988,601703,Неметаллические Минеральные продукты,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,Производство Огнеупорных Изделий,Не знаю,1.0,9,0,40000000,90000000,2500000,1300000,,Не знаю,0,0,0,Не знаю,0,Каждое полугодие,Каждое полугодие,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"Минимизация отходов, вторичная переработка и управление отходами",1,,1,1,Не знаю,Не знаю,,9.0
989,601743,Еда,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,0,Переработка масличных культур подсолнечника,0,0.5,4,0,395000000,650000000,1000000,1500000,,Не знаю,1,0,1,1,1,Каждый месяц,Каждый месяц,0,,1,0,1,0,0,0,0,0,0,0,1,0,Ничего из вышеперечисленного  ,0,Неопределенность в отношении регулирования,0,0,150000,Не знаю,,1.0
990,601790,Еда,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,0,Производство Готовых Кормов Для Сельскохозяйственных Животных,0,0.5,7,1,17000000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,1,Каждый месяц,Каждый месяц,0,,1,0,0,0,1,1,1,0,1,1,1,0,"Минимизация отходов, вторичная переработка и управление отходами",1,,0,0,Не знаю,Не знаю,,5.0
991,601795,Машины и оборудование,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,0,Производство Сельскохозяйственной Техники И Оснащения,0,0.75,7,0,700000000,950000000,3000000,4000000,,1700000000,0,0,0,1,0,Каждый квартал,Каждый квартал,0,,0,0,1,1,1,0,1,0,1,1,1,1,Модернизация транспортных средств,0,Не является приоритетом по сравнению с другими инвестициями,0,0,500000,90000,Литры,7.0
992,601799,Еда,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2011,0,"Производство Хлеба и Мучных Кондитерских изделий, Тортов и Пирожных Кратковременного хранения",100,1.0,4,0,200000000,100000000,Не знаю,Не знаю,,Не знаю,0,1,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,0,0,1,1,1,1,1,0,0,0,Не знаю,1,,0,0,Не знаю,Не знаю,,5.0
993,601802,Еда,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2005,0,Производство молока (Кроме сырого) И молочных продуктов,100,1.0,2,1,200000000,150000000,990000,Не знаю,,10000000,1,1,0,1,1,,,0,,0,0,1,0,1,0,0,0,0,0,0,0,Улучшения в области отопления и охлаждения,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,2.0
994,601813,Неметаллические Минеральные продукты,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2003,0,Производство Бетонных Изделий Для Использования В Строительстве,0,0.75,9,0,100000000,700000000,4000000,5000000,,850000000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,0,0,0,1,1,1,1,Модернизация транспортных средств,1,,0,0,600000,92000,Литры,4.0
995,601822,Еда,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,0,Производство Готовых Пищевых Продуктов и Блюд,100,0.5,1,1,150000000,350000000,1600000,Не знаю,,Не знаю,Не знаю,0,0,0,1,Каждую неделю,Каждый месяц,0,,1,0,1,0,0,1,0,0,1,0,1,0,Ничего из вышеперечисленного  ,0,,0,0,300000,Не знаю,,3.0
996,601852,Готовые Металлические Изделия,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2008,0,Производство Металлических Блок-контейнеров,100,0.75,2,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,1,0,1,0,0,0,0,0,Ничего из вышеперечисленного  ,0,Не является приоритетом по сравнению с другими инвестициями,1,1,Не знаю,Не знаю,,2.0
997,601860,Готовые Металлические Изделия,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2005,0,"Производство Раковин, Стиральных Машин, Ванн Из Черных Металлов, Меди И Алюминия",0,0.75,6,1,110000000,580000000,2500000,350000,,Не знаю,0,0,0,0,0,Каждую неделю,Каждый квартал,0,,0,0,0,0,1,0,0,0,0,1,0,0,Модернизация машин и оборудования,0,,0,0,Не знаю,10000,Литры,2.0
998,601864,Еда,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2001,1,"Производство Какао, Шоколадных и Сахарных Кондитерских изделий",100,1.0,9,1,89000000,10000000,600000,Не знаю,,100000000,0,0,0,0,0,,,0,,0,0,0,0,1,0,1,0,0,0,0,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Неопределенность в отношении регулирования,0,0,Не знаю,Не знаю,,2.0
999,601867,Готовые Металлические Изделия,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2001,0,Производство Металлорежущего Инструмента,80,0.5,9,0,70000000,70000000,3000000,1000000,,180000000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,1,0,1,1,0,0,0,0,0,Управление энергопотреблением,0,,0,0,Не знаю,Не знаю,,3.0
1000,601869,Другое Производство,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,0,"Производство Пластиковых Плит, Полос, Труб И Профилей",100,1.0,9,0,105000000,260000000,12000000,6000000,,390000000,1,0,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,0,0,1,1,1,1,1,1,1,0,"Минимизация отходов, вторичная переработка и управление отходами",1,,0,0,Не знаю,Не знаю,,6.0
1001,601886,Готовые Металлические Изделия,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Производство Металлоконструкций И Металлических Каркасов,0,0.5,3,0,55000000,Не знаю,Не знаю,Не знаю,,Не знаю,0,1,0,0,0,,,0,,0,0,1,0,0,1,0,0,0,0,0,0,Улучшения в области отопления и охлаждения,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,2.0
1002,601915,Готовые Металлические Изделия,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1992,0,Производство Трубопроводной Арматуры,0,0.5,6,1,185000000,550000000,1300000,Не знаю,,Не знаю,0,1,0,0,0,Каждое полугодие,,0,,1,0,0,0,0,1,0,0,0,0,0,0,,1,,0,0,Не знаю,Не знаю,,1.0
1003,601918,Неметаллические Минеральные продукты,Крупный,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,Производство товарного бетона,100,0.75,7,0,90000000,70000000,1500000,1500000,,180000000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,1,0,1,1,0,1,0,1,1,0,Модернизация машин и оборудования,1,,0,0,250000,27000,Литры,5.0
1004,601919,Еда,Крупный,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,1,Производство какао и шоколада,0,0.75,7,1,480000000,590000000,2100000,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,Не знаю,Не знаю,,0.0
1005,601922,Еда,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,Переработка И консервирование Мяса,0,0.25,9,0,185000000,490000000,875000,Не знаю,,Не знаю,1,0,0,0,0,Каждое полугодие,,0,,1,0,1,0,1,1,0,0,0,0,0,0,Модернизация машин и оборудования,1,,0,0,140000,Не знаю,,3.0
1006,601925,Другое Производство,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Производство Периферийного оборудования,100,1.0,7,0,714000000,23800000,3100000,2500000,,744000000,0,0,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,0,1,0,Усовершенствования системы освещения,0,Не является приоритетом по сравнению с другими инвестициями,1,1,26300,0,,1.0
1007,601936,Готовые Металлические Изделия,Крупный,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,Производство Металлических Резервуаров И Тары,100,0.5,4,0,18000000,20000000,5500000,2000000,,49000000,0,0,1,0,0,Каждый день,,0,,0,0,0,0,0,0,0,0,0,1,0,0,,0,Не выгодно,0,0,Не знаю,Не знаю,,1.0
1008,601938,Готовые Металлические Изделия,Крупный,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,0,Производство Металлопластиковых Окон И Дверей,0,1.0,6,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении будущих цен,0,0,Не знаю,Не знаю,,0.0
1009,601939,Машины и оборудование,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,Производство Кабелей И Проводов Для Управления Лифтом,100,0.75,9,0,250000000,600000000,5000000,5000000,,890000000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,1,1,1,0,1,0,1,1,1,Модернизация машин и оборудования,1,,0,0,500000,75000,Литры,6.0
1010,601944,Машины и оборудование,Крупный,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1993,0,Производство газоочистного и аспирационного оборудования на основе рукавных фильтров. Дымососы. Промышленные радиальные вентиляторы. Устройства для удаления пыли.,100,0.75,6,0,412000000,20000000,560000,Не знаю,,436000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,31000,0,,0.0
1011,601960,Неметаллические Минеральные продукты,Крупный,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2003,0,Производство товарного бетона,100,0.5,5,0,60000000,65000000,4000000,5000000,,134000000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,1,1,1,1,1,1,0,1,1,0,Модернизация машин и оборудования,1,,0,0,450000,90000,Литры,7.0
